protein_name	p_male	beta_male	corr_male	p_female	beta_female	corr_female	p_all	beta_all	corr_all
CSF3R	0.107060175320058	0.00169371318287791	0.177095082478817	0.0256044429280452	0.00230243080692028	0.23928551877236	0.00614806597858833	0.00200242395998631	0.20873408196324
CSH1.CSH2	0.478945586588641	-0.000430581619073426	-0.0783036375830957	0.127826224283653	0.000987665379973454	0.164518776663175	0.510239503379607	0.000293528410290175	0.050693491832429
CSK	0.059184048389402	-0.00354366048458698	-0.206737038622568	0.247790254272367	0.0023785682170711	0.125230418400787	0.700475229205944	-0.00053645700616916	-0.0296279921096122
CSNK2A1	0.348368159615115	-0.000666998214388118	-0.103594528938967	0.392388665440955	0.000595670292320671	0.0928416542782789	0.953460362469507	-2.89365990548905e-05	-0.00449600015146674
CSNK2A1.CSNK2B	0.413736157280028	-0.00105641979873802	-0.0903499178961788	0.151248472124359	0.0019186836010958	0.15517338206073	0.621949891602264	0.000457664123615065	0.0379723474987733
CSNK2A2.CSNK2B	0.807525879250459	-0.000275880002135617	-0.0269804506921968	0.517772533550121	0.000713609786141312	0.0702729998601418	0.770438330549894	0.000229191660642596	0.0224766639876212
CSRP3	2.5554781181538e-06	0.00310558641432127	0.487550000398285	0.000517913522162447	0.00210639261813385	0.364543225334889	6.21121639496455e-09	0.00260324170728586	0.426131028267667
CST1	6.59871960430479e-06	0.00511319355597785	0.469588026217823	0.00109055430636606	0.0032274367514112	0.344363783788027	2.64131829645705e-08	0.00415737633518412	0.409649568546393
CST2	0.000122058302185074	0.00412243602546128	0.406990361138192	0.00367514441742956	0.00294852362147389	0.308261526967079	1.50501585934975e-06	0.00352887180154573	0.358218455533819
CST3	4.51020704957699e-16	0.00477116483985849	0.744917959032977	6.69930290138443e-15	0.00411681652785596	0.715696959394218	1.02646365301469e-28	0.00444671594193705	0.720934996971976
CST4	0.113575915587552	0.00191300728284447	0.17393298482686	0.127609862226826	0.00167685509158223	0.164610956827871	0.0267640853742094	0.00179527110785695	0.169397229110654
CST5	8.13654858300058e-09	0.00749258367954695	0.578687829492386	1.91071224476224e-06	0.00507880303108135	0.485174687079616	6.08811904151936e-14	0.00626664106663807	0.533100110754699
CST6	0.908708000244885	7.44400435823746e-05	0.0127011529095515	0.000790566576777311	-0.00241945413421469	-0.353244379713557	0.0196716279558963	-0.00117780245125968	-0.178251222884586
CST7	0.0374293078034193	0.00211441758007074	0.227483641092206	0.000548913833832258	0.00287414705161195	0.363014471098981	0.000119725008003484	0.00250037361095466	0.289945853866956
CTF1	0.130523917998686	-0.00119505684098958	-0.166317709844859	7.34383356438154e-05	0.000946759338940844	0.411995539347935	0.796676106328624	-0.000105477904869599	-0.0198467078907237
CTGF	0.108698608083297	0.00121127169973245	0.176286191290282	0.000241505761332665	0.00217024307010051	0.38393930107288	0.000348839753982401	0.00169857511097597	0.270339508707414
CTLA4	0.812110796154931	0.000229240531610078	0.0263255821769493	0.153357829685606	-0.00210628431983638	-0.154386675198071	0.27768564016244	-0.000958990148591349	-0.0834800908358955
CTSA	0.0403605532326288	0.0017240191493527	0.224181216785983	0.00051853120245139	0.00324366057777804	0.364511956467773	6.83253727850603e-05	0.00249823638678151	0.299683679978797
CTSB	7.78402893921876e-05	0.0020684504329565	0.417480736048511	0.00384222315725797	0.00151381240192913	0.306853924651223	1.40526191493546e-06	0.00179207723316278	0.359169054538587
CTSC	0.494770391749653	-0.000344328457670336	-0.0755182491287495	0.978565038773792	-1.10048546234384e-05	-0.00292281822161345	0.584668759570879	-0.000175756886854241	-0.0420880291566147
CTSD	1.0448238452797e-06	0.00301557615150215	0.503600547828224	0.000132441692435864	0.00329715675927009	0.398409518313762	2.58016456851443e-09	0.00315633485876331	0.435718817856944
CTSE	0.654409240536628	0.000503271644364659	0.0495545942365193	0.587047164260274	0.000578355539338765	0.0590315774004803	0.480165668873694	0.000542199309482747	0.0543506493951267
CTSF	0.00521158245466727	0.00166097301016988	0.302180206609999	0.47165398727608	0.000470091134738437	0.0781822127194968	0.0163704576123468	0.00105693418104151	0.183360357833318
CTSG	0.000517069657089335	0.00301231538295739	0.37075924147309	0.32065282921582	0.00126424493314897	0.107721180496811	0.00586626879471617	0.00212407478999592	0.209880143033552
CTSH	0.593524148617627	-0.000539848015360613	-0.0590695806855756	0.376346319484215	-0.000681600092781725	-0.0960136017912495	0.334783102079857	-0.000607469676406163	-0.0742015243458628
CTSS	1.35029090935197e-05	0.00224575398104443	0.455325512771999	0.000162956825760105	0.00208806716930493	0.393490140449991	1.00057789332603e-08	0.00216270702394063	0.420799339822637
CTSV	1.08774084700013e-12	-0.00601686345309259	-0.680387053497505	1.4785180979706e-16	-0.00696600810357237	-0.744105302747602	7.10200101016648e-28	-0.00649749087366728	-0.713223910032055
CTSZ	1.05293574184874e-05	0.00240061576914786	0.460352770452049	0.000802206168179969	0.00195424012989441	0.352846422447361	4.26135699442216e-08	0.00217549298054325	0.404002202324764
CX3CL1	2.23410716792013e-05	0.00247116622405375	0.444899599568249	0.0179111749622444	0.0015065106076726	0.253326130681749	4.30882017444798e-06	0.00197909357580544	0.343238085083299
CXCL1	0.945079839729151	5.79463683659942e-05	0.00763037511518968	0.0169335021054335	0.0027496294291753	0.25546736829241	0.0469705840149944	0.00142135421052574	0.152146783116783
CXCL10	0.00011555904005391	0.00463376566365241	0.408285054402885	6.05201455800018e-07	0.00550802466553302	0.505125409497146	3.65166253006995e-10	0.00507508055943489	0.456045165700172
CXCL11	0.000349720378408347	0.00452589928199814	0.380992277784146	1.57646282132354e-06	0.00551847770193661	0.488600625550842	3.29863420765773e-09	0.00502454014274044	0.433067723858788
CXCL12	7.93993514061514e-09	0.00258788552309727	0.579022899914801	3.50474397328255e-05	0.00220779159912367	0.428253868016565	5.29952968917164e-12	0.00239554757722934	0.495944395941067
CXCL13	5.33131071200175e-16	0.00751453503892555	0.743707163460578	3.3934695289211e-05	0.00535025443480205	0.428944394056599	9.24976599600841e-16	0.00641963372729489	0.56423217630253
CXCL16	0.06655889671587	0.00064360531451883	0.201138496989213	0.180554211570647	0.000603231314042295	0.144898136257379	0.02990494151006	0.000620480783847537	0.166110085415176
CXCL3.CXCL2	0.584074918714523	-0.000791111093534026	-0.0605837169407922	0.115709435263589	0.00195650353783265	0.169876405598699	0.522639013924664	0.000605626501689106	0.0492185323737292
CXCL5	0.317658010698493	0.000777684399526209	0.110350678607814	0.034671126498719	0.000846779621702663	0.226770216093743	0.0586214854840168	0.000814549938920826	0.144908650344364
CXCL6	0.0601616928740921	-0.00183219005396384	-0.205963355225424	0.773593524236371	-0.000252317557086969	-0.0312872569246075	0.115609236651723	-0.0010265296586675	-0.120771477166546
CXCL8	0.205586849415542	0.0015692107516378	0.139523393165942	0.00544299309817545	0.00157593749520071	0.295587244126877	0.0186914374273371	0.00157550598105616	0.179685254106916
CXCL9	2.90700573401654e-06	0.00595988602140757	0.485168467614637	1.69125396984383e-08	0.00634053194852733	0.560122056096715	2.68392724761187e-13	0.00615482195995788	0.521252199192781
CYCS	0.000487958743706495	-0.00172271405096607	-0.372296914326909	0.0105354055164311	-0.00182047955227525	-0.272938773098128	4.23240885562862e-05	-0.00177132521569096	-0.307732299195586
CYP3A4	0.0493835609501491	-0.00154651785908498	-0.215133604446255	0.106793142077314	0.00137967026478272	0.174102601233137	0.912305989314995	-6.42913640504491e-05	-0.00848395465628373
DAPK2	0.875029668098684	-9.59682346962464e-05	-0.0174196090045956	0.00183380666743608	0.00165111637274315	0.329446854532727	0.0496760947850666	0.000791402054053694	0.150343160784409
DBNL	0.310180622674415	-0.000976231389989113	-0.112058307506836	0.732682007036467	-0.000243207790275177	-0.037143676119459	0.307230836338029	-0.000603959196160935	-0.0785369941622606
DCN	0.359027571384576	-0.00031508041185742	-0.101337345864401	0.25775429673198	0.000393931482394523	0.122647789674503	0.861974336627053	4.25131126098696e-05	0.0133931564886935
DCTN2	1.8349800866117e-08	0.00270825909762334	0.56732843020814	8.35618254394943e-06	0.0019289271901808	0.457577507377258	1.01153213755323e-12	0.00231743855446327	0.510252305497834
DCTPP1	0.36898693151573	-0.000842654570118372	-0.0992654810057354	0.451644497243497	0.000472127354561228	0.0817424835670623	0.746354982800886	-0.000181395158723833	-0.0249136806326517
DDC	0.938528960087139	5.51720455835224e-05	0.00854220497597879	0.429332939659624	-0.000331987504124074	-0.0858174207019517	0.728169204588184	-0.000142036686873279	-0.0267703109014239
DDR1	0.230609693306825	0.00159721302171803	0.132204599747705	0.244410867894303	-0.000586090261997153	-0.126122503765516	0.481630353798686	0.000494311694610714	0.0541697542447879
DDR2	0.0142865501017205	0.00254914783007619	0.266455116253415	0.00835533364329846	0.00118637872205891	0.281095216428794	0.00100624681465647	0.00186846078301636	0.24934334352689
DDX19B	0.339693086492737	-0.00113729239542899	-0.105463510532014	0.0225136864269142	0.00278268159294351	0.244424305186045	0.317658280312648	0.000852710066962894	0.0768676442247846
DHH	0.938656614749518	6.5527803539189e-05	0.00852443123913489	0.00082404310456908	0.00348346028153321	0.35211381062876	0.0077767414871724	0.00180120773534619	0.202905096642931
DIABLO	0.00245985988039601	0.00134410105416356	0.326207014523448	0.262651423184251	0.000493019128815656	0.121403398658862	0.00335874382772315	0.000912505796232886	0.22308290459935
DKK1	0.0225832859722895	0.00266722561789489	0.24861807441921	0.00115223548224812	0.00374863144315292	0.342818822040049	8.69238893220116e-05	0.00320984222216633	0.295546741902067
DKK3	3.01176017197001e-14	0.00388511377096314	0.712312447129974	8.52427145063588e-06	0.00208123775686423	0.457188128218207	1.92476982285366e-17	0.0029673058972842	0.590383757077737
DKK4	5.08923354974063e-14	0.00642263831571121	0.707896717644512	1.36843093347173e-16	0.00630183821134638	0.744645689085885	1.54285486716506e-28	0.00635290616828543	0.719331644619127
DKKL1	0.0170779321975094	-0.00115055100858399	-0.259638399982486	0.0637630295778608	-0.000913634888044977	-0.199633525975627	0.00261407309211855	-0.00103183669770022	-0.228783655315632
DLL1	4.54128290895545e-08	0.00226218042391968	0.554145432291346	3.64022383042866e-06	0.00184492716476117	0.47341293718846	1.02950566256451e-12	0.00205459203816327	0.510103596220093
DLL4	0.0144915794436956	-0.00127010395306391	-0.265916907282465	0.396448606811909	-0.000416789837224212	-0.0920512622963886	0.0185153865424955	-0.00084010551604518	-0.179949696253214
DNAJB1	0.0127795926305629	-0.00250299876015654	-0.270630321381817	0.104413376106746	0.001801850391595	0.175276771168639	0.67480610053169	-0.00031635012035386	-0.0323132655057913
DNAJC19	0.00113497154015897	0.00142293690640269	0.349108449852748	6.07075845094645e-06	0.00203385473623672	0.463760189964432	2.95387185003901e-08	0.00173136299236537	0.408338435631323
DPP7	0.237080599470542	0.000509631032866713	0.130403429847987	0.16456753385936	0.000612261114874038	0.150336049400944	0.0668721905626902	0.000560960512343242	0.140471869750274
DPT	1.0512270774619e-09	0.00419868540998873	0.605480562467277	5.53526728820472e-06	0.00233006461357103	0.465524884802407	2.91500722917581e-14	0.00325113867268455	0.538814568975764
DSC2	1.53346914158521e-11	0.00354351613279573	0.653948310775322	4.52441237294654e-07	0.00245896659593295	0.509979423966405	6.29190271922597e-17	0.00299637086102491	0.582629567320118
DSC3	0.708205313843388	-0.00026834997992917	-0.0414393037354622	0.219877428003685	-0.000823684281601009	-0.132870263235005	0.25873212433823	-0.000550288745356173	-0.0868405113877492
DSCAM	0.567146965935847	0.000244561595700297	0.0633246338075966	0.0736479653101638	0.00122957544419513	0.19276398817708	0.0701842139169752	0.000739537116122608	0.138816192971431
DSG1	0.342781435778985	-0.00038283281491926	-0.104794754600465	0.419242708435151	0.000609678637379708	0.0876997946646958	0.78239036256313	0.000118767819315022	0.0212756074697364
DUSP3	0.000560140147534175	-0.00434168266730472	-0.368623583030567	0.61873476979212	-0.000646679584791215	-0.0540964105317771	0.00643416029904108	-0.00247549273447674	-0.20761754131007
DYNLL1	0.585474339995703	-0.000425604448408078	-0.0603587769686774	0.328784221894538	0.00133192845639709	0.105936078061729	0.566127555784569	0.000455907277225075	0.0441794337509781
DYNLRB1	0.00747139072688319	-0.00379424926192731	-0.289920897344682	0.664864995968133	0.000725948113200041	0.0471000271344032	0.171246269630159	-0.00150897568534986	-0.105110532063942
DYRK3	0.154701091518319	0.000759806529051294	0.156662043714032	0.00380171941621129	0.00120570321606225	0.307190067722322	0.00374290521477425	0.000993123466869048	0.220576796319701
ECE1	0.511747465075687	-0.000290121393924171	-0.0725815104862116	0.187835498249022	-0.000619722576302632	-0.142537685758656	0.157263349904791	-0.000464145993436051	-0.108633387472854
ECM1	1.10709277269007e-05	-0.00238898259671077	-0.459345439740132	0.00105326907397141	-0.00180124137916425	-0.345336633968269	5.30328173376457e-08	-0.00209224383384716	-0.401384263081931
EDA	0.198378505825841	0.000864807626520389	0.141748437528792	0.453918380541957	0.000448214613862292	0.0813335783349176	0.144453173155557	0.000651568550843347	0.112073735595435
EDA2R	6.21772239125297e-12	0.00583320644876797	0.663271382502638	8.66872018222613e-12	0.00428447791482617	0.651052012122915	1.42208299921033e-21	0.00505534691547452	0.645997753592644
EDAR	0.547014291807179	0.00047533858404735	0.0666351432063287	0.0176012759136249	0.00235204757922854	0.253993720648871	0.0247532763269295	0.00142392922799646	0.171679529523685
EEF1B2	0.584210825838401	-0.000536302498076951	-0.0605618607418537	0.0126617900005177	0.00249919213177122	0.266299229316171	0.15133363176655	0.00100667127266683	0.1101985069578
EFEMP1	5.02912113652059e-22	0.00547749792865066	0.824996829551401	7.13102506746978e-16	0.00382705159076696	0.732816424543633	5.64593746642179e-36	0.00464033554720266	0.778199997688371
EFNA2	1.0130032203511e-09	0.00258677618946864	0.605943521739767	8.63747235308779e-05	0.0017510542534752	0.408315309327656	1.79048054780401e-12	0.0021637099499446	0.50539394553922
EFNA3	0.914283832847618	-4.86149149016617e-05	-0.0119223616914006	0.00835366332333269	-0.0014344448428033	-0.281102150289372	0.0346370312451115	-0.000749478202336645	-0.161674213137405
EFNA4	3.33919149050141e-12	0.00384976142406008	0.669505443162883	1.39865043102905e-05	0.00235275350407217	0.447350459774438	1.64954122939087e-15	0.00309320369821531	0.560118557344292
EFNA5	0.000768367861671879	0.00186126408665853	0.360040283020402	0.104686581077339	0.000883131838481429	0.175140919208019	0.000406222711241748	0.0013654178974548	0.267424834983654
EFNB1	1.1306024522001e-08	0.00373256358894147	0.574144593443771	4.04628857289063e-06	0.00255374878925681	0.471440852970424	1.78652938385388e-13	0.00313442769582245	0.524548794268513
EFNB2	0.360952180240006	0.000701988693102152	0.100934238349132	0.473989978574781	0.00046860355567937	0.0777719873051943	0.242540282589056	0.000584010449076812	0.0898478586392082
EFNB3	2.90569249235707e-05	0.00346170030590715	0.439318997367952	0.0339511051482756	0.00216831408942314	0.227655963463851	1.91421184949742e-05	0.00280614423925538	0.320574076633354
EGF	1.03546861557562e-08	-0.00366680442705192	-0.575365270682897	0.54622374284576	0.000612807107757595	0.0655730573688205	0.0158486519440784	-0.00148796830554239	-0.184248662514496
EGFR	2.41812116677444e-14	-0.00340963676738995	-0.714136155055374	2.84612746420417e-10	-0.00307783523089251	-0.612687717607207	8.16111324781561e-23	-0.00324293556776287	-0.660715252604393
EGFR.1	0.0143123255063184	0.00243574268996596	0.266387088869254	0.731731767547399	0.000395936986807722	0.0372809019646038	0.0679567085309936	0.00139376796968898	0.139922503988381
EHMT2	0.0944153441699011	-0.00128096593099984	-0.183686500965058	0.0912939722545928	-0.00144942019368713	-0.182154771723273	0.0173123425928634	-0.00137416843196591	-0.181817534695662
EIF4A3	0.00638637426689531	0.00305059035927776	0.295324802957992	0.000397560224451246	0.00464778269165489	0.371404379078806	7.18693364762127e-06	0.00385826166874637	0.335662998196652
EIF4EBP2	0.00122128582517013	0.00411980407704826	0.347010440736308	0.000609686578337839	0.00305451614491953	0.360233866967301	3.13276977923671e-06	0.00358030379915724	0.347859357792956
EIF4G2	0.00498051383689822	-0.00479897134518072	-0.303687999115293	0.927254405068993	-0.000172621131248538	-0.00993177291875279	0.0540670118052347	-0.00245331462498921	-0.147582591014735
EIF4H	0.000250184205642368	-0.0069912934118238	-0.389499273259109	0.430985317761164	-0.00155085465627073	-0.0855115860528306	0.00205284993735422	-0.00424341204818092	-0.234154481651228
EIF5	0.339846291396288	0.0011096381515852	0.10543024540512	0.111797529142242	0.00163978397534718	0.171698351629441	0.0733789953744443	0.00137853932470606	0.137278284105683
EIF5A	0.574329358701211	0.000604826095639994	0.0621571117781871	0.00417593012362902	0.00301236295234399	0.30419877700159	0.014840961710553	0.00183226959700871	0.186038825883393
ELANE	0.143363187910634	0.00139621007338212	0.161036766134815	0.294532904186371	0.00117857621366909	0.113661282059188	0.0793844865633573	0.00128808008808086	0.13452849206613
ENG	0.000156734117893439	-0.00295858290044274	-0.401005499734249	1.20039925710179e-05	-0.00317359290325758	-0.450419774283381	6.96656636847229e-09	-0.00307141710785477	-0.424856140418913
ENO1	0.0485064593250505	-0.00373286613447653	-0.215950066883859	0.272910201385789	0.00198214349074274	0.118846628515632	0.522410569144373	-0.000836474189812425	-0.0492455434828401
ENO2	7.25582848007333e-07	-0.00431689568506789	-0.509916726882283	0.064233409350742	-0.00132226528263736	-0.199287765498281	7.80168456645792e-07	-0.00280338713258173	-0.36720251680294
ENPP7	0.329643165990549	0.00129676553116516	0.107666665708805	0.00696275044971533	0.00374547914185381	0.287349792706797	0.00794576756823922	0.00254289731809397	0.202364152670341
ENTPD1	0.404141867131096	-0.000334364229230646	-0.0922113291503798	0.458696325391254	0.000282398534557221	0.0804780532240986	0.938132742874383	-2.13286332810845e-05	-0.00597932133299722
ENTPD3	0.808701766164867	8.40938167997762e-05	0.0268124100822862	0.326933854582756	0.000375183431896268	0.106339792549089	0.374712272917836	0.000229282021726049	0.0683043426502972
ENTPD5	0.161141979902106	-0.000919431926265905	-0.154282588223109	0.298096286115576	-0.000506002744262976	-0.112831187357827	0.0787131281687262	-0.000714230476264421	-0.134827378031696
EPB41	0.877074551735422	0.000187756199711694	0.017132311867085	0.0377745475531891	0.00252780247661523	0.223120464033682	0.109196504117196	0.0013891441069263	0.122930451461642
EPHA1	0.254383076174466	-0.00123863130772836	-0.125748680310042	0.728543823045926	0.000334689136224422	0.0377417068922598	0.546169475071455	-0.00043594062196862	-0.0464674445392033
EPHA10	0.000698116695956702	0.00195617637811469	0.362669139291261	0.168954089546436	0.000711643999930096	0.148806600641047	0.000596179840052901	0.00132393730717957	0.259933254929883
EPHA2	3.66521301251579e-12	0.00493896094394206	0.668580696078502	5.03102311350835e-07	0.0031509095733047	0.508217128463322	1.76496175184527e-17	0.00403524533375911	0.590943152709066
EPHA3	0.154795690713289	0.00105660963123061	0.156626567255698	0.543104568991939	0.000317191149937276	0.0660823144328654	0.128441429442739	0.000681640404992635	0.116716826702988
EPHA5	0.929567192203833	4.63547217866422e-05	0.00979054432707386	0.31648249142516	-0.000570910229978978	-0.108647978831212	0.484169249376002	-0.000272333268080149	-0.053856890340894
EPHB2	7.42035407646474e-09	0.00297145393892534	0.579948008098375	0.000140766305954357	0.00241140113636424	0.396971178001189	5.11930781552525e-11	0.00268342493386278	0.475207247739793
EPHB4	0.0797349805173541	0.000722174214815242	0.192276312321971	0.00215847871089164	0.00133197373514736	0.324612338806285	0.000531623299021814	0.00103243559619724	0.262194200990721
EPHB6	3.33794896369367e-09	0.00245063267610424	0.590655137199135	0.055117210210325	0.000695035966155859	0.206391360376282	1.93787823128418e-08	0.00155927099247911	0.413251030717715
EPO	0.480990876045242	0.000663290548517025	0.077940911899007	0.939303073653498	-7.11384772464981e-05	-0.00828336024997996	0.660958960726327	0.000288888279798384	0.0337779576589073
EPOR	0.346944344796923	0.000639005831416892	0.103899265007139	0.0102644501720329	0.0018772683727135	0.273867204154783	0.0107747950225765	0.00126814152541539	0.194557192168904
EPS15L1	0.863119087861077	0.000217595494642172	0.0190953447095761	0.852813596468292	0.00015070489217038	0.0201807355108828	0.802064328611908	0.000185528460597104	0.0193095425818345
ERAP1	0.110232951248839	-0.00227511276247801	-0.175537228960965	0.578123834646195	0.00056981877378789	0.0604427765012923	0.337194681345902	-0.000835819789651426	-0.0738331585290817
ERBB2	0.475282230374928	0.00111273874896431	0.0789554050769598	0.714007964962263	-0.000463555636992579	-0.0398514172793647	0.750188654359561	0.000316662077982295	0.0245241522827637
ERBB3	0.000199223719803524	-0.00140273556531522	-0.395155804112394	0.00462196350521496	-0.00160787966761691	-0.300930751453715	1.5803782489391e-05	-0.00151523192586946	-0.323589587845882
ERBB4	0.0186875410315218	0.00127246103984703	0.25613382497047	0.752421293741015	-0.000150725280847408	-0.0343058415602173	0.126258232580413	0.000549985673462109	0.117383824706372
EREG	0.87886847489245	0.00017479815466998	0.0168803667824809	0.0662378389537466	0.00176013462881751	0.197836988378192	0.186436290253592	0.000978892689856707	0.101517693322025
ERP29	0.00381598172006692	0.00194627542717255	0.312391095176	0.000305492426412884	0.00222457042116652	0.378091421144429	5.15867071677585e-06	0.00209564351581989	0.340595273076991
ESAM	3.67507645222454e-07	0.00243502686327513	0.521370461541093	8.74034247570347e-08	0.00259911783225467	0.536079914219718	1.31493357040793e-13	0.00252177230483374	0.527007933678086
ESD	0.00256666222151864	-0.00285825445068211	-0.324897150143165	0.530597419842829	-0.000481321588749275	-0.0681389014580059	0.00665779451467557	-0.00164902408662853	-0.206775184039504
ESM1	8.10398620465275e-07	0.00327403506759817	0.508015100142508	0.0180012802538443	0.00133382222026867	0.253133889852192	1.43026228991156e-07	0.00229228857693733	0.38921816139915
ESR1	0.0470769620021792	0.00137930509443178	0.217307202939571	1.21380422858592e-05	0.00409131611822892	0.450197774894787	2.58359114355459e-06	0.00275515160703291	0.350618525537875
ETHE1	0.00224859357789768	0.00272442452082126	0.328955989923659	0.0183033754423968	0.00221712325829064	0.252495348955772	0.00012632156374557	0.0024679164155877	0.288996153571388
F10	3.14171926340254e-07	-0.00239399338354666	-0.523952261947548	2.30100659393171e-07	-0.00159357793743907	-0.520979168977002	8.78226310705089e-13	-0.00199032480229925	-0.511442893473814
F10.1	2.27388927379212e-07	-0.00225366564565788	-0.529208504374314	1.59174948980161e-06	-0.00138624548073057	-0.488429577669237	3.40064492794503e-12	-0.00181676740811057	-0.499842914936761
F11	0.347772071821499	-0.000491533668572247	-0.103722013553008	0.987693931171665	-6.58527789237578e-06	-0.00167789212665368	0.459624933217546	-0.000251848711213085	-0.0569198909637173
F2	0.000144408531278712	-0.0082207989179548	-0.402978320671483	1.86309664664321e-05	-0.00882821030311343	-0.441511788716889	9.11506338574633e-09	-0.00853900003499612	-0.421849204278328
F2.1	2.81441524615746e-08	-0.00155649988432084	-0.561177353991822	4.32069321139932e-06	-0.00126318339800342	-0.470211086556221	8.22723223008971e-13	-0.00141042530405617	-0.511991354941841
F3	0.18079497529878	0.00131496176654955	0.147431472312983	0.711569521025207	-0.000274248359505864	-0.0402067563750636	0.401259959996754	0.000517885274506301	0.0645951795596459
F5	0.994110230468952	-3.27856534092766e-06	-0.000817672177640955	0.557487822202715	0.000247629750098374	0.063745643914337	0.683144247693054	0.000124068843389069	0.0314368828096199
F7	0.304343124934758	-0.000495176079523993	-0.113410058100655	0.255917215617348	0.000582527009701302	0.123118753761282	0.901081226747486	4.45209468201089e-05	0.00957513499332889
F9	0.908048013912095	-4.03987273313413e-05	-0.0127933750121646	0.00403046459554951	0.00102779082594264	0.305332023231951	0.0446662204581485	0.000502143444187193	0.153752626401766
F9.1	0.939629876365336	2.63847390495426e-05	0.0083889281909493	0.0050115030971704	0.00103462659329568	0.29829862696562	0.0337648261721033	0.000538249395496653	0.162451429766508
FABP1	0.567402927273064	-0.000632223274650042	-0.0632829078432585	0.487843264804871	-0.00074052813557994	-0.0753612147604263	0.367118661020235	-0.000687517293006135	-0.0693945655357118
FABP3	1.13667948442653e-08	0.00438352293512672	0.574069985227545	0.00286054998573796	0.00237536613562548	0.316072206517872	5.69501741466232e-09	0.0033488898846987	0.427091369917118
FABP5	0.00933458756512729	0.0025658886830173	0.282076201934497	0.00782301521063538	0.00183496663406243	0.283369250405776	0.00022229271962508	0.00219682195558335	0.278778446590462
FAM107A	0.0286917285114187	0.000749923374905334	0.238810408818708	0.00274709156146289	0.00104357351547924	0.317314667995382	0.000213166188893411	0.000899850323222007	0.279549987768856
FAM107B	0.000378173703555017	-0.00201233317975357	-0.378971962459128	0.212060524184581	-0.00113136477567425	-0.135130881984204	0.00392741658604933	-0.00157643624909364	-0.219454595441117
FAM3B	0.0113982639698595	0.00143658507165187	0.274851776632263	0.734640217136876	0.000180464681780411	0.0368610703395665	0.0390644582598679	0.000799573785497821	0.157966808905921
FAM3D	0.03494621822604	0.00314247324053953	0.23045472944961	0.215692321727291	0.00171305426088928	0.134073376132961	0.0167327100334282	0.00241443639290585	0.182758061383769
FAP	0.017543805417603	-0.000971121732063309	-0.258595820008206	9.71704298711572e-07	-0.00236440920763247	-0.497060933542161	1.41011229306613e-07	-0.00167567479633897	-0.389395645828769
FAS	3.72884045415119e-07	0.00212824371328174	0.521130247109522	0.018974467758656	0.00153695249120507	0.251108655053181	2.61556091416711e-06	0.00182857142271271	0.350443244986501
FASLG	7.40182105361676e-05	-0.00304266683013354	-0.418633599841355	0.000831726718385992	-0.00376412313066282	-0.351860234266766	6.35651233880372e-07	-0.00341700067914351	-0.369948798984131
FCAR	0.00726222147947599	0.0014525606623572	0.290906261070548	0.209428625999529	0.00181681753405041	0.135905295193791	0.0378114188100626	0.00162706313081879	0.158978511528467
FCER2	0.698562900613436	-0.000380329398923111	-0.0428766705994303	0.413632748126195	0.000720892250872877	0.0887576722886524	0.784758356108164	0.00017879915724961	0.0210382649783902
FCGR1A	0.0114949503592903	0.00249513455366623	0.274542188782988	0.813137754422759	-0.000245835281731802	-0.0257102828470092	0.125266664366756	0.00110009506368747	0.117689704977004
FCGR2A	0.891984495981329	0.000502967121407769	0.0150408243152316	0.460160753811913	-0.00269399190701916	-0.0802168215250867	0.664541560901216	-0.00111923486718424	-0.0333978632265012
FCGR2B	0.19173342631894	0.00192235257826141	0.143851622852677	0.127602990134547	0.0019127552622646	0.164613886610291	0.045087229440719	0.0019236641597048	0.153454151435665
FCGR3B	0.00281435280135051	0.00216640597655964	0.32203821829973	0.000296539986248831	0.0024083889079242	0.378837531901884	3.03436656653605e-06	0.00228525257905022	0.348318048620194
FCN1	0.355192861544772	-0.000710546974643533	-0.102144517584054	0.517886045695774	-0.000514696264317758	-0.0702539947499937	0.264170883956832	-0.000615821651554544	-0.0858595217468671
FCN2	0.208610670544099	-0.000713948140135936	-0.138606586890219	0.930620087677329	-4.92391846012172e-05	-0.00947109473713811	0.341977864617541	-0.000379022025138156	-0.0731074651116746
FCN3	3.3942068016237e-05	-0.00785384084522917	-0.435972939457415	0.00652006133539876	-0.0049105405753208	-0.2895703413542	1.00787906466727e-06	-0.00636021509492152	-0.363733259023931
FCRL3	0.0653937500937715	0.00161431969769176	0.201988401961682	0.0687783913636039	0.00125852286418016	0.196048365414305	0.00934185097418284	0.00143643254989408	0.19824936773803
FER	0.000239555342650461	-0.0074430927667888	-0.390585268299785	0.530812452744533	-0.00132790685605011	-0.068103341283381	0.00306765773139097	-0.00434168205037911	-0.225160467898247
FETUB	0.331237143485916	-0.000543583365136873	-0.107314420471167	0.950240338274088	2.6309337007881e-05	0.00678862790455845	0.458732738786528	-0.000259434941113563	-0.0570329051345198
FGA.FGB.FGG	0.00746637963325624	0.000690280378636736	0.289944218248784	0.483426422309127	-0.000147044462673623	-0.076125822316991	0.109769886114426	0.000265691591743967	0.122733433403718
FGA.FGB.FGG.1	0.00379008905078967	0.000968009270153392	0.312610265070753	0.716784582425825	0.000111878231406699	0.0394473067724787	0.0186287532682459	0.000533446109251339	0.179779162029946
